FromId:START_ID¿ ToId:END_ID¿ RelationLabel:TYPE¿ RelationType¿ Arguments
151¿ 156¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
156¿ 164¿ "CFG_parentOf"¿ "Cond_True"¿ "normal"
156¿ 177¿ "CFG_parentOf"¿ "Cond_False"¿ "normal"
164¿ 283¿ "CFG_parentOf"¿ "Epsilon"¿ "exit"
177¿ 283¿ "CFG_parentOf"¿ "Epsilon"¿ "exit"
143¿ 145¿ "PDG_parentOf"¿ "DataFlow"¿ "time"
143¿ 164¿ "PDG_parentOf"¿ "DataFlow"¿ "time"
151¿ 164¿ "PDG_parentOf"¿ "DataFlow"¿ "time"
143¿ 177¿ "PDG_parentOf"¿ "DataFlow"¿ "time"
151¿ 177¿ "PDG_parentOf"¿ "DataFlow"¿ "time"
168¿ 169¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
169¿ 284¿ "CFG_parentOf"¿ "Epsilon"¿ "exit"
181¿ 182¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
182¿ 285¿ "CFG_parentOf"¿ "Epsilon"¿ "exit"
192¿ 193¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
193¿ 286¿ "CFG_parentOf"¿ "Epsilon"¿ "exit"
192¿ 193¿ "PDG_parentOf"¿ "DataFlow"¿ "element"
192¿ 193¿ "PDG_parentOf"¿ "DataFlow"¿ "eventName"
204¿ 205¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
205¿ 287¿ "CFG_parentOf"¿ "Epsilon"¿ "exit"
204¿ 205¿ "PDG_parentOf"¿ "DataFlow"¿ "e"
215¿ 216¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
216¿ 288¿ "CFG_parentOf"¿ "Epsilon"¿ "exit"
225¿ 226¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
226¿ 234¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
234¿ 289¿ "CFG_parentOf"¿ "Epsilon"¿ "exit"
225¿ 234¿ "PDG_parentOf"¿ "DataFlow"¿ "ua"
226¿ 234¿ "PDG_parentOf"¿ "DataFlow"¿ "ua"
252¿ 254¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
254¿ 257¿ "CFG_parentOf"¿ "Cond_True"¿ "normal"
254¿ 290¿ "CFG_parentOf"¿ "Cond_False"¿ "exit"
